Type,Level,Name,Resource,Spell Script Name,Generic Description,Identified Description
Cleric,6,"Blade Barrier","SPPR603","Cleric Blade Barrier","Blade Barrier
(Evocation)

Level: 6 
Sphere: Guardian, Creation
Range: 0
Duration: 1 turn
Casting Time: 9
Area of Effect: Special
Saving Throw: Special

The priest employs this spell to set up a wall of circling, razor-sharp blades. These whirl and flash around the caster, creating an impenetrable barrier. Any creature attempting to pass through the Blade Barrier suffers 8d8 points of damage. Creatures within the area of the barrier when it is invoked are entitled to a Saving Throw vs. Spell to negate the damage. The barrier remains for 1 turn.",No Description
Cleric,6,"Bolt of Glory","SPPR612","Cleric Bolt Of Glory","Bolt of Glory
(Invocation/Evocation)

Level: 6
Sphere: Combat, Summoning
Range: 60 ft.
Duration: Instant
Casting Time: 9
Area of Effect: 1 creature
Saving Throw: None

By casting this spell, the priest channels a bolt of divine energy against the target. No attack roll is needed. Creatures struck suffer varying damage, depending on their plane of origin:
 Creature Type                       Damage
 Prime Material Plane            6d6
 Elemental planes                 3d4
 Undead creatures                 8d6
 Fiends                               10d6",No Description
Cleric,6,"Chain Lightning","SPDR601","","Chain Lightning 
(Invocation/Evocation)

Level: 6
Range: 40 ft.
Duration: Instant
Casting Time: 5
Area of Effect: Special 
Saving Throw: 1/2 

When the wizard casts Chain Lightning, arcs of electrical energy burst from <PRO_HISHER> fingertips. These brilliant arcs of lightning leap at all enemies near the caster, burning them with electrical damage. The lightning causes 1d6 points of damage for every 2 levels of the caster. If the target of the lightning saves vs. Spell, only half damage is inflicted. Thus, a 12th-level wizard will cause 6d6 damage to a victim (3d6 if the victim makes <PRO_HISHER> Saving Throw vs. Spell).",No Description
Cleric,6,"Conjure Animals","SPPR604","Cleric Conjure Animals","Conjure Animals
(Conjuration/Summoning)

Level: 6
Sphere: Summoning 
Range: 180 ft.
Duration: 4 turns
Casting Time: 9
Area of Effect: Special 
Saving Throw: None 

This spell allows the caster to summon forth and control 1 or 2 massive mountain bears. The bears will respond to the caster's every whim for the duration of the spell.",No Description
Cleric,6,"Conjure Fire Elemental","SPPR605","Cleric Conjure Fire Elemental","Conjure Fire Elemental
(Conjuration/Summoning)

Level: 6
Sphere: Elemental (Fire), Summoning
Range: Visual range of the caster
Duration: 1 turn/level
Casting Time: 9
Area of Effect: Special
Saving Throw: None

Upon casting a Conjure Fire Elemental spell, the caster opens a special gate to the Elemental Plane of Fire, and a fire elemental is summoned in the vicinity of the caster. There is a 60% chance that a 12-Hit-Dice elemental appears; a 35% chance that a 16-Hit-Dice elemental appears; and a 5% chance that a 24-Hit-Dice elemental appears. The elemental will do the bidding of the caster until it is slain or the duration of the spell runs out. All the commands given to the elemental are done telepathically, so there is no time lost due to miscommunication and no need to know the language of the summoned creature. Unlike Mages, priests do not have to engage in a battle of the minds to control their elemental.",No Description
Cleric,6,"Dolorous Decay","SPPR610","Cleric Dolorous Decay","Dolorous Decay
(Alteration, Necromancy)

Level: 6
Sphere: Combat, Necromantic
Range: 30 ft.
Duration: Special
Casting Time: 1
Area of Effect: 1 creature
Saving Throw: Special

This spell affects a single living creature. Dolorous Decay is a rotting and withering of the body that spreads throughout the afflicted creature quickly. The target creature will automatically be slowed for 2 rounds. Furthermore, if the target fails a Saving Throw vs. Poison with a -2 penalty, <PRO_HESHE> will suffer 1 point of damage per second until a total of 50 points of damage are inflicted.",No Description
Cleric,6,"False Dawn","SPPR609","Cleric False Dawn","False Dawn
(Evocation)

Level: 6
Sphere: Sun
Range: 0
Duration: 5 rounds
Casting Time: 9
Area of Effect: 30-ft. radius
Saving Throw: None

False Dawn calls into existence a bright reddish light, as if a sunrise were occurring, within the area of effect. All undead creatures within a False Dawn suffer 6d6 points of damage. There is no Saving Throw. Affected undead also act confused on the round after the False Dawn appears.",No Description
Cleric,6,"Fire Seeds","SPPR606","Cleric Fire Seeds","Fire Seeds
(Conjuration/Summoning)

Level: 6
Sphere: Elemental
Range: 0
Duration: 3 turns
Casting Time: 9
Area of Effect: The caster
Saving Throw: 1/2

Casting the Fire Seed spell creates 4 fire seeds that will appear in the caster's inventory. The seeds will remain in existence for 3 turns after the spell is cast. If they are thrown at an enemy, a fireball will ensue, causing 2d8 points of damage to all within a 15-ft. radius unless they make a Saving Throw vs. Spell for half damage.",No Description
Cleric,6,"Harm","SPPR699","Enemy Cleric Harm","Harm
(Necromancy)

Level: 6
Sphere: Healing
Range: Touch
Duration: Permanent
Casting Time: 9
Area of Effect: 1 creature
Saving Throw: None

This spell is the reverse of Heal. Instead of healing the creature touched, it causes damage. On a successful touch from the priest, the spell reduces the target to 1 Hit Point. The next attack that the priest makes will inflict this effect; however, <PRO_HESHE> only has 2 rounds to make the attack before the spell fizzles. If the priest misses the target creature, the spell is wasted. There is no Saving Throw.",No Description
Cleric,6,"Harm","SPPR608","Cleric Harm","Harm
(Necromancy)

Level: 6
Sphere: Healing
Range: Touch
Duration: Permanent
Casting Time: 9
Area of Effect: 1 creature
Saving Throw: None

This spell is the reverse of Heal. Instead of healing the creature touched, it causes damage. On a successful touch from the priest, the spell reduces the target to 1 Hit Point. The next attack that the priest makes will inflict this effect; however, <PRO_HESHE> only has 2 rounds to make the attack before the spell fizzles. If the priest misses the target creature, the spell is wasted. There is no Saving Throw.",No Description
Cleric,6,"Heal","SPWM168","","Heal
(Necromancy)

Level: 6
Sphere: Healing 
Range: Touch
Duration: Permanent
Casting Time: 9
Area of Effect: 1 creature
Saving Throw: None

The very potent Heal spell enables the priest to wipe away disease and injury in the creature who receives the benefits of the spell. It completely cures all disease and blindness in the recipient and heals all points of damage suffered due to wounds or injury. It also dispels a Feeblemind spell and cures those mental disorders caused by spells or injury to the brain. Naturally, the effects can be negated by later wounds, injuries, and diseases.",No Description
Cleric,6,"Heal","SPPR607","Cleric Heal","Heal
(Necromancy)

Level: 6
Sphere: Healing 
Range: Touch
Duration: Permanent
Casting Time: 9
Area of Effect: 1 creature
Saving Throw: None

The very potent Heal spell enables the priest to wipe away disease and injury in the creature who receives the benefits of the spell. It completely cures all disease and blindness in the recipient and heals all points of damage suffered due to wounds or injury. It also dispels a Feeblemind spell and cures those mental disorders caused by spells or injury to the brain. Naturally, the effects can be negated by later wounds, injuries, and diseases.",No Description
Cleric,6,"Heal","SPIN711","Final Heal","Heal
(Necromancy)

Level: 6
Sphere: Healing 
Range: Touch
Duration: Permanent
Casting Time: 9
Area of Effect: 1 creature
Saving Throw: None

The very potent Heal spell enables the priest to wipe away disease and injury in the creature who receives the benefits of the spell. It completely cures all disease and blindness in the recipient and heals all points of damage suffered due to wounds or injury. It also dispels a Feeblemind spell and cures those mental disorders caused by spells or injury to the brain. Naturally, the effects can be negated by later wounds, injuries, and diseases.",No Description
Cleric,6,"Heal","SPIN679","Heal No Visual","Heal
(Necromancy)

Level: 6
Sphere: Healing 
Range: Touch
Duration: Permanent
Casting Time: 9
Area of Effect: 1 creature
Saving Throw: None

The very potent Heal spell enables the priest to wipe away disease and injury in the creature who receives the benefits of the spell. It completely cures all disease and blindness in the recipient and heals all points of damage suffered due to wounds or injury. It also dispels a Feeblemind spell and cures those mental disorders caused by spells or injury to the brain. Naturally, the effects can be negated by later wounds, injuries, and diseases.",No Description
Cleric,6,"Physical Mirror","SPPR613","Cleric Physical Mirror","Physical Mirror
(Alteration)

Level: 6
Sphere: Numbers
Range: 90 ft.
Duration: 9 rounds
Casting Time: 6
Area of Effect: Special
Saving Throw: None

This spell causes a localized folding of space. The folded space takes the form of an invisible disk that protects the caster. Any missile weapon that intersects this disk is instantaneously reversed in direction. Melee factors such as speed, range, and damage are unaffected; the direction of the object or force is simply rotated through a 180-degree arc. The sender of the missile finds <PRO_HIMHER>self the target of <PRO_HISHER> own attack. The caster of the mirror may direct missile attacks normally through the space occupied by the mirror.",No Description
Cleric,6,"Sol's Searing Orb","SPPR614","Cleric Sol Searing Orb","Sol's Searing Orb
(Invocation)

Level: 6
Sphere: Sun
Range: 90 ft.
Duration: Instant
Casting Time: 6
Area of Effect: 1 creature
Saving Throw: Special

When the spell is completed, it creates a glowing stone. This gem must be immediately thrown at an opponent, for it quickly becomes too hot to hold. It is not possible for the priest to give the stone to another character to throw. The priest must make an attack roll with +3 bonus and no penalty for lack of weapon proficiency. In addition, the glowing gem can be used to strike any creature, even those hit only by magical weapons, although there is no damage bonus.

When it hits, the gem bursts with a brilliant, searing flash that causes 6d6 points of fire damage to the target and blinds <PRO_HIMHER> for 1d6 rounds. The victim is allowed a Saving Throw vs. Spell for half damage and to avoid being blinded. Undead creatures suffer 12d6 points of fire damage and are blinded for 12 rounds (if applicable) upon a failed Saving Throw; otherwise, they receive 9d6 points of damage and are blinded for 6 rounds.",No Description
